iterations,rate,period_us,quota_us,workers,pattern,burst_low,burst_high,load,trial,run_id,order,timestamp,segment_raw,p99_ms,p95_ms,p50_ms,successful_rps,scheduled,success,errors,rejected,lag_p99_ms,cpu_cores,throttle_fraction,nr_throttled,start_temp_c,mean_temp_c,max_temp_c,monitor_samples,drain_elapsed_s,host_cpu_pct,client_cpu_peak_pct,power_variant,segment,failure_fraction,log_p99,cell
44000,113.21,100000,50000,1,steady,56.605,169.815,high,2,p100000_w1_high_steady_r2,72,1790020179.0381463,0,6.103226,5.693619,4.976124,113.2145374842591,6793,6793,0,0,1.057269,0.4897362627814122,0.19833333333333333,119,40.54807692307692,46.463362068965516,48.75,58,60.001128397,4.820344827586206,5.61,44a214c22e,1,0.0,1.8088174838451048,100000_1_high_steady
44000,113.21,0,0,2,steady,56.605,169.815,high,1,p0_w2_high_steady_r1,73,1790020350.0209296,0,5.935641,5.704313,5.006017,113.21466016513146,6793,6793,0,0,1.057271,0.48788273097920337,0.0,0,40.94230769230769,47.06896551724138,48.625,58,60.001063379,4.8244827586206895,6.67,44a214c22e,1,0.0,1.7809750255995274,0_2_high_steady
44000,113.21,0,0,2,steady,56.605,169.815,high,2,p0_w2_high_steady_r2,74,1790020521.0360773,0,5.905803,5.684305,4.99913,113.21570165376433,6793,6793,0,0,1.058239,0.4883543791457005,0.0,0,41.14423076923077,47.008620689655174,48.5,58,60.00051142,4.805000000000001,5.94,44a214c22e,1,0.0,1.7759354268561653,0_2_high_steady
44000,66.59,250000,125000,4,bursty,33.295,99.885,moderate,3,p250000_w4_moderate_bursty_r3,75,1790020691.9926302,0,6.535286,6.29094,5.700272,66.59770238259769,3996,3996,0,0,1.076285,0.32351445834324727,0.0,0,41.28846153846154,44.17672413793103,46.5,58,60.002069997,3.512241379310345,5.77,44a214c22e,1,0.0,1.8772161104643843,250000_4_moderate_bursty
44000,66.59,10000,5000,1,bursty,33.295,99.885,moderate,5,p10000_w1_moderate_bursty_r5,76,1790020863.1187153,0,6.471924,6.203546,5.625305,66.59864948150644,3996,3996,0,0,1.069369,0.3218104704159165,0.03831041257367387,195,40.89423076923077,43.883620689655174,46.375,58,60.001216708,3.529655172413793,5.83,44a214c22e,1,0.0,1.8674734367947823,10000_1_moderate_bursty
44000,113.21,100000,50000,1,steady,56.605,169.815,high,5,p100000_w1_high_steady_r5,77,1790021074.289596,0,6.018522,5.738752,5.021692,113.21587227429033,6793,6793,0,0,1.060621,0.48755742815487374,0.14333333333333334,86,40.29807692307692,46.446120689655174,48.375,58,60.000420997,4.819137931034483,4.85,44a214c22e,1,0.0,1.7948417142268343,100000_1_high_steady
44000,113.21,50000,25000,2,bursty,56.605,169.815,high,5,p50000_w2_high_bursty_r5,78,1790021256.4797552,0,1250.43535,1227.32089,744.393978,95.68944143851171,6793,5854,0,939,1.067392,0.43678012818926437,0.7066993464052288,865,40.43269230769231,44.110169491525426,46.5,59,61.177073583,4.693050847457628,5.83,44a214c22e,1,0.13823053142941263,7.131247049660946,50000_2_high_bursty
44000,113.21,0,0,2,bursty,56.605,169.815,high,1,p0_w2_high_bursty_r1,79,1790021458.7212775,0,6.431706,6.134244,4.300905,113.2156588472886,6793,6793,0,0,1.0607,0.44729799337305165,0.0,0,39.875,49.84051724137931,52.0,58,60.000534106,4.597241379310344,6.6,44a214c22e,1,0.0,1.8612398218767552,0_2_high_bursty
44000,113.21,100000,50000,2,bursty,56.605,169.815,high,2,p100000_w2_high_bursty_r2,80,1790021625.7682388,0,2823.794443,1073.529427,364.456898,105.69572805151012,6793,6446,0,347,1.066785,0.42435342276340937,0.6508196721311476,397,40.79807692307692,48.30084745762712,49.75,59,60.986381558,4.506101694915254,9.52,44a214c22e,1,0.05108199617253054,7.945836806657914,100000_2_high_bursty
44000,66.59,0,0,2,bursty,33.295,99.885,moderate,2,p0_w2_moderate_bursty_r2,81,1790021797.928441,0,6.52536,6.251393,5.669169,66.59801317370322,3996,3996,0,0,1.076312,0.32268725996327885,0.0,0,40.10576923076923,42.85129310344828,45.125,58,60.001789987,3.4974137931034486,4.95,44a214c22e,1,0.0,1.8756961241006085,0_2_moderate_bursty
44000,113.21,100000,50000,2,steady,56.605,169.815,high,2,p100000_w2_high_steady_r2,82,1790021969.0187361,0,6.044598,5.735432,5.024393,113.21508984463368,6793,6793,0,0,1.060733,0.48851003701423923,0.18333333333333332,110,39.59615384615385,45.5926724137931,47.375,58,60.00083566,4.813103448275863,5.83,44a214c22e,1,0.0,1.7991649806147556,100000_2_high_steady
44000,113.21,100000,50000,2,bursty,56.605,169.815,high,3,p100000_w2_high_bursty_r3,83,1790022140.9399376,0,1082.118007,1044.235542,511.17959,105.89480541886438,6793,6456,0,337,1.060777,0.4242557664415641,0.6475409836065574,395,39.69230769230769,47.597457627118644,49.0,59,60.966163302,4.517966101694914,14.56,44a214c22e,1,0.049609892536434566,6.986675517230201,100000_2_high_bursty
44000,66.59,250000,125000,4,steady,33.295,99.885,moderate,3,p250000_w4_moderate_steady_r3,84,1790022318.119045,0,6.505613,6.311927,5.785021,66.5995854642002,3996,3996,0,0,1.089683,0.32683478503760666,0.0,0,39.35576923076923,42.04956896551724,44.375,58,60.000373458,3.703793103448276,6.86,44a214c22e,1,0.0,1.8726653427283002,250000_4_moderate_steady
44000,66.59,100000,50000,2,bursty,33.295,99.885,moderate,4,p100000_w2_moderate_bursty_r4,85,1790022489.2195435,0,6.541759,6.274359,5.660328,66.59786792475661,3996,3996,0,0,1.071472,0.32279186880975597,0.0016666666666666668,1,39.01923076923077,41.86206896551724,44.0,58,60.00192085,3.509310344827586,8.49,44a214c22e,1,0.0,1.8782060895504331,100000_2_moderate_bursty
44000,113.21,250000,125000,2,steady,56.605,169.815,high,1,p250000_w2_high_steady_r1,86,1790022660.3117235,0,5.912853,5.675801,4.991762,113.21465664610493,6793,6793,0,0,1.061129,0.4882209764515184,0.025,6,38.76923076923077,44.67672413793103,46.5,58,60.001065244,4.8,4.81,44a214c22e,1,0.0,1.7771284560527507,250000_2_high_steady
44000,113.21,10000,5000,2,steady,56.605,169.815,high,2,p10000_w2_high_steady_r2,87,1790022876.6861455,0,155.183393,104.829271,18.52047,113.21105278339715,6793,6793,0,0,1.061016,0.4942392890986575,0.8935177470421597,5362,38.45192307692308,45.21120689655172,46.625,58,60.002975266,5.559827586206897,5.61,44a214c22e,1,0.0,5.044607598157817,10000_2_high_steady
44000,66.59,0,0,4,bursty,33.295,99.885,moderate,4,p0_w4_moderate_bursty_r4,88,1790023047.7601027,0,6.430643,6.187092,5.625541,66.59881568769038,3996,3996,0,0,1.077923,0.32215951202319254,0.0,0,38.65384615384615,41.497844827586206,43.875,58,60.001066967,3.4865517241379305,6.67,44a214c22e,1,0.0,1.8610745332498613,0_4_moderate_bursty
44000,113.21,0,0,4,bursty,56.605,169.815,high,5,p0_w4_high_bursty_r5,89,1790023213.8543618,0,6.514327,6.20337,4.318599,113.215439811327,6793,6793,0,0,1.063287,0.447594098891747,0.0,0,38.45192307692308,48.30172413793103,50.25,58,60.000650188,4.609137931034483,5.77,44a214c22e,1,0.0,1.874003905164242,0_4_high_bursty
44000,66.59,50000,25000,1,bursty,33.295,99.885,moderate,2,p50000_w1_moderate_bursty_r2,90,1790023404.8923054,0,6.48415,6.263513,5.649777,66.59716138923181,3996,3996,0,0,1.074934,0.3231472477769677,0.009166666666666667,11,38.99038461538461,41.34051724137931,43.5,58,60.002557416,3.4984482758620694,5.94,44a214c22e,1,0.0,1.8693607374738286,50000_1_moderate_bursty
44000,113.21,100000,50000,4,bursty,56.605,169.815,high,3,p100000_w4_high_bursty_r3,91,1790023567.458621,0,4313.388593,3711.429148,171.431353,110.49633994684329,6793,6740,3,50,1.060913,0.43882473034125596,0.7163934426229508,437,38.35576923076923,46.639830508474574,47.75,59,60.997495512,4.681694915254237,6.6,44a214c22e,1,0.0078021492713087,8.369479090664841,100000_4_high_bursty
44000,66.59,0,0,2,bursty,33.295,99.885,moderate,3,p0_w2_moderate_bursty_r3,92,1790023739.6609635,0,6.487923,6.24232,5.662742,66.59812380320606,3996,3996,0,0,1.073704,0.3225029554720279,0.0,0,38.46153846153846,41.258620689655174,43.5,58,60.001690315,3.50948275862069,4.81,44a214c22e,1,0.0,1.8699424486785674,0_2_moderate_bursty
44000,66.59,250000,125000,2,bursty,33.295,99.885,moderate,5,p250000_w2_moderate_bursty_r5,93,1790023910.7356925,0,6.547884,6.297868,5.708115,66.59841822873847,3996,3996,0,0,1.075348,0.3227683432795304,0.0,0,38.07692307692308,41.0948275862069,43.375,58,60.001425053,3.5300000000000002,5.83,44a214c22e,1,0.0,1.879141944019044,250000_2_moderate_bursty
44000,66.59,50000,25000,2,bursty,33.295,99.885,moderate,1,p50000_w2_moderate_bursty_r1,94,1790098825.6701572,1,6.477935,6.262343,5.650669,66.5983452742039,3996,3996,0,0,1.072887,0.32280901019410874,0.011656952539550375,14,39.43269230769231,43.002155172413794,45.125,58,60.001490781,3.496034482758621,4.81,ca129a4af3,2,0.0,1.868401786737698,50000_2_moderate_bursty
44000,113.21,10000,5000,4,steady,56.605,169.815,high,2,p10000_w4_high_steady_r2,95,1790098991.889076,1,215.011442,132.266663,14.415929,113.21513573574978,6793,6793,0,0,1.057244,0.4940090720828419,0.8921846358940176,5354,39.66346153846154,46.952586206896555,48.5,58,60.000811339,5.588620689655172,6.48,ca129a4af3,2,0.0,5.370691245316254,10000_4_high_steady
44000,113.21,100000,50000,1,bursty,56.605,169.815,high,4,p100000_w1_high_bursty_r4,96,1790150601.977146,2,838.295018,787.000509,313.176161,111.61974014089442,6793,6793,0,0,1.060742,0.41858006580386614,0.6157635467980296,375,42.89423076923077,58.55296610169491,60.75,59,60.85841081,4.388305084745763,5.71,ca129a4af3,3,0.0,6.731370088646312,100000_1_high_bursty
44000,113.21,50000,25000,2,steady,56.605,169.815,high,2,p50000_w2_high_steady_r2,97,1790150834.2123418,2,6.994392,5.780781,5.028975,113.21450749618695,6793,6793,0,0,1.057006,0.4887353493649391,0.3,360,43.49038461538461,49.859913793103445,51.75,58,60.00114429,4.798620689655173,5.77,ca129a4af3,3,0.0,1.9451086851117296,50000_2_high_steady
44000,66.59,0,0,1,steady,33.295,99.885,moderate,2,p0_w1_moderate_steady_r2,98,1790151050.287286,2,6.604067,6.365053,5.81893,66.5991508930157,3996,3996,0,0,1.085041,0.32795413274732593,0.0,0,43.19230769230769,46.27155172413793,48.5,58,60.000764971,3.6765517241379313,5.77,ca129a4af3,3,0.0,1.8876856713728623,0_1_moderate_steady
44000,66.59,50000,25000,2,bursty,33.295,99.885,moderate,4,p50000_w2_moderate_bursty_r4,99,1790151216.4520423,2,6.563078,6.308323,5.717251,66.59851722619302,3996,3996,0,0,1.078881,0.32381384698580945,0.018333333333333333,22,42.85576923076923,46.172413793103445,48.5,58,60.001335862,3.481206896551724,4.76,ca129a4af3,3,0.0,1.8814597002297384,50000_2_moderate_bursty
44000,66.59,100000,50000,4,steady,33.295,99.885,moderate,2,p100000_w4_moderate_steady_r2,100,1790171120.3868484,3,6.598424,6.351101,5.823934,66.59892167465952,3996,3996,0,0,1.084994,0.3282203353819878,0.0,0,43.40384615384615,46.0,48.25,58,60.00097148,3.6848275862068967,5.83,ca129a4af3,4,0.0,1.8868308326392271,100000_4_moderate_steady
44000,113.21,50000,25000,2,bursty,56.605,169.815,high,2,p50000_w2_high_bursty_r2,101,1790171292.701264,3,1245.363222,1226.498023,752.823858,95.70694514018034,6793,5855,0,938,1.065159,0.43591139080832264,0.7050653594771242,863,42.22115384615385,45.88347457627118,48.125,59,61.176333561,4.666610169491525,7.84,ca129a4af3,4,0.13808332106580304,7.127182510927947,50000_2_high_bursty
44000,113.21,250000,125000,2,bursty,56.605,169.815,high,1,p250000_w2_high_bursty_r1,102,1790171460.4709966,3,719.8255,672.788046,253.953049,112.03107471765944,6793,6793,0,0,1.066938,0.41416899103161847,0.5843621399176955,142,41.72115384615385,53.83898305084746,55.875,59,60.634962372,4.288135593220338,7.69,ca129a4af3,4,0.0,6.5790088215247895,250000_2_high_bursty
44000,113.21,250000,125000,2,steady,56.605,169.815,high,3,p250000_w2_high_steady_r3,103,1790171642.6465497,3,5.943283,5.714597,5.021704,113.21595692149351,6793,6793,0,0,1.060249,0.4881791851587275,0.03333333333333333,8,41.15384615384615,47.72198275862069,50.125,58,60.000376137,4.792758620689655,10.58,ca129a4af3,4,0.0,1.7822616742983919,250000_2_high_steady
44000,113.21,250000,125000,1,bursty,56.605,169.815,high,1,p250000_w1_high_bursty_r1,104,1790171814.3356042,3,480.75063,438.100092,157.935114,112.50011273859377,6793,6793,0,0,1.057255,0.40785964666588637,0.5619834710743802,136,41.15384615384615,58.21186440677966,61.375,59,60.382161712,4.282203389830508,5.88,ca129a4af3,4,0.0,6.175348694920449,250000_1_high_bursty
44000,113.21,50000,25000,1,bursty,56.605,169.815,high,3,p50000_w1_high_bursty_r3,105,1790172002.546614,3,1001.414242,994.872472,499.347614,104.54300340597104,6793,6375,0,418,1.058163,0.42412512680970194,0.6475409836065574,790,40.83653846153846,51.44491525423729,52.75,59,60.97969058,4.479661016949152,6.73,ca129a4af3,4,0.06153393198881201,6.909168521883787,50000_1_high_bursty
44000,66.59,100000,50000,2,bursty,33.295,99.885,moderate,2,p100000_w2_moderate_bursty_r2,106,1790172184.628335,3,6.483956,6.232588,5.660736,66.59826632281086,3996,3996,0,0,1.071465,0.322355545762771,0.0033333333333333335,2,40.66346153846154,43.747844827586206,46.0,58,60.001561912,3.453275862068965,5.83,ca129a4af3,4,0.0,1.8693308179157968,100000_2_moderate_bursty
44000,113.21,10000,5000,2,steady,56.605,169.815,high,4,p10000_w2_high_steady_r4,107,1790172345.903233,3,127.956105,104.504983,46.965915,113.15848860607811,6793,6793,0,0,1.063114,0.4969631854400111,0.9447035309793471,5672,40.65384615384615,46.75,48.25,58,60.03084774,5.831724137931035,5.66,ca129a4af3,4,0.0,4.851687275418286,10000_2_high_steady
44000,66.59,10000,5000,2,steady,33.295,99.885,moderate,2,p10000_w2_moderate_steady_r2,108,1790172516.9399874,3,6.621537,6.377938,5.83408,66.59909195468074,3996,3996,0,0,1.092586,0.32855126256704714,0.0506582236293951,304,40.35576923076923,43.4375,45.625,58,60.00081807,3.6710344827586203,5.77,ca129a4af3,4,0.0,1.890327518227006,10000_2_moderate_steady
44000,113.21,50000,25000,1,steady,56.605,169.815,high,1,p50000_w1_high_steady_r1,109,1790172688.0542166,3,7.644004,5.830231,5.016332,113.2143822740338,6793,6793,0,0,1.058386,0.4897586746616882,0.345,414,40.11538461538461,46.224137931034484,48.25,58,60.001210655,4.814310344827587,5.71,ca129a4af3,4,0.0,2.0339215496641274,50000_1_high_steady
44000,66.59,50000,25000,1,steady,33.295,99.885,moderate,1,p50000_w1_moderate_steady_r1,110,1790172864.046201,3,6.584153,6.35645,5.823525,66.59966462517885,3996,3996,0,0,1.085496,0.3281589018332626,0.0,0,40.33653846153846,43.616379310344826,45.5,58,60.000302141,3.6787931034482764,5.77,ca129a4af3,4,0.0,1.8846657012578654,50000_1_moderate_steady
44000,66.59,50000,25000,2,steady,33.295,99.885,moderate,5,p50000_w2_moderate_steady_r5,111,1790173030.1589856,3,6.615673,6.382966,5.83744,66.59925010465369,3996,3996,0,0,1.088481,0.32931076168486145,0.0,0,40.16346153846154,43.28879310344828,45.625,58,60.000675589,3.6512068965517246,5.83,ca129a4af3,4,0.0,1.8894415308650787,50000_2_moderate_steady
44000,66.59,100000,50000,1,steady,33.295,99.885,moderate,5,p100000_w1_moderate_steady_r5,112,1790173196.269063,3,6.573525,6.336487,5.822583,66.59924759500029,3996,3996,0,0,1.089588,0.32820589857311966,0.0,0,40.11538461538461,43.122844827586206,45.375,58,60.00067785,3.670172413793103,7.69,ca129a4af3,4,0.0,1.8830502182962974,100000_1_moderate_steady
44000,66.59,250000,125000,4,bursty,33.295,99.885,moderate,2,p250000_w4_moderate_bursty_r2,113,1790173362.3071997,3,6.501782,6.270582,5.692566,66.59775057439728,3996,3996,0,0,1.072628,0.32355332289138844,0.0,0,40.00961538461539,43.28448275862069,45.625,58,60.002026578,3.4696551724137934,4.76,ca129a4af3,4,0.0,1.8720762931744468,250000_4_moderate_bursty
44000,113.21,250000,125000,1,steady,56.605,169.815,high,2,p250000_w1_high_steady_r2,114,1790173523.4154491,3,5.991977,5.729387,5.023145,113.21453827108535,6793,6793,0,0,1.061039,0.4886650898411284,0.07083333333333333,17,40.13461538461539,46.27801724137931,47.875,58,60.00112798,4.792758620689655,5.66,ca129a4af3,4,0.0,1.7904214077562832,250000_1_high_steady
44000,113.21,100000,50000,2,steady,56.605,169.815,high,5,p100000_w2_high_steady_r5,115,1790173709.463922,3,6.226471,5.736781,5.00786,113.21569695912679,6793,6793,0,0,1.060872,0.4903559658982251,0.23666666666666666,142,40.05769230769231,46.30603448275862,48.25,58,60.000513908,4.806551724137931,5.77,ca129a4af3,4,0.0,1.8288097196559738,100000_2_high_steady
44000,66.59,0,0,4,steady,33.295,99.885,moderate,1,p0_w4_moderate_steady_r1,116,1790173885.4842694,3,6.614719,6.391261,5.865781,66.59916379865912,3996,3996,0,0,1.08521,0.33002536636179053,0.0,0,40.34615384615385,43.50646551724138,45.5,58,60.000753344,3.709827586206896,6.8,ca129a4af3,4,0.0,1.889297317450744,0_4_moderate_steady
44000,66.59,250000,125000,2,steady,33.295,99.885,moderate,5,p250000_w2_moderate_steady_r5,117,1790174046.5545309,3,6.556263,6.348075,5.824274,66.59905018210604,3996,3996,0,0,1.092879,0.32812025470214423,0.0,0,40.35576923076923,43.474137931034484,45.5,58,60.000855704,3.679310344827586,5.71,ca129a4af3,4,0.0,1.8804207760013052,250000_2_moderate_steady
44000,66.59,50000,25000,4,steady,33.295,99.885,moderate,5,p50000_w4_moderate_steady_r5,118,1790174212.6416423,3,6.663001,6.360062,5.843077,66.59912452009864,3996,3996,0,0,1.090666,0.3287686421825264,0.0,0,40.07692307692308,43.265086206896555,45.375,58,60.000788731,3.6758620689655164,7.69,ca129a4af3,4,0.0,1.8965699836629344,50000_4_moderate_steady
44000,113.21,250000,125000,2,bursty,56.605,169.815,high,5,p250000_w2_high_bursty_r5,119,1790174394.327167,3,725.077235,673.881149,236.170506,112.08072327409377,6793,6793,0,0,1.066461,0.41433753157877784,0.588477366255144,143,40.10576923076923,52.76271186440678,54.75,59,60.608102817,4.311864406779661,5.83,ca129a4af3,4,0.0,6.58627818021513,250000_2_high_bursty
44000,66.59,0,0,2,steady,33.295,99.885,moderate,1,p0_w2_moderate_steady_r1,120,1790174571.4487877,3,6.594742,6.342928,5.829572,66.59967136503164,3996,3996,0,0,1.087515,0.3285204280499693,0.0,0,40.40384615384615,43.58405172413793,45.875,58,60.000296069,3.6724137931034484,5.88,ca129a4af3,4,0.0,1.8862726648581813,0_2_moderate_steady
44000,66.59,100000,50000,1,steady,33.295,99.885,moderate,3,p100000_w1_moderate_steady_r3,121,1790174732.5019817,3,6.56595,6.358584,5.816431,66.59874365022037,3996,3996,0,0,1.083947,0.32810978616052666,0.0,0,40.67307692307692,43.484913793103445,45.625,58,60.001131868,3.6636206896551724,6.86,ca129a4af3,4,0.0,1.8818972040641138,100000_1_moderate_steady
44000,113.21,10000,5000,1,steady,56.605,169.815,high,1,p10000_w1_high_steady_r1,122,1790174898.6440923,3,19.008103,9.534016,5.426317,113.21548492909575,6793,6793,0,0,1.05821,0.48868382091809437,0.6340609898350275,3805,40.29807692307692,46.605603448275865,48.375,58,60.000626277,5.0312068965517245,10.58,ca129a4af3,4,0.0,2.9448653619365968,10000_1_high_steady
44000,66.59,100000,50000,1,steady,33.295,99.885,moderate,2,p100000_w1_moderate_steady_r2,123,1790175069.6523726,3,6.700365,6.448244,5.880956,66.59965222105608,3996,3996,0,0,1.081048,0.32999148735788464,0.0,0,40.66346153846154,43.678879310344826,46.125,58,60.000313316,3.68551724137931,5.71,ca129a4af3,4,0.0,1.9021620025250094,100000_1_moderate_steady
44000,113.21,50000,25000,1,steady,56.605,169.815,high,3,p50000_w1_high_steady_r3,124,1790175235.808746,3,7.030322,5.829797,5.039789,113.21427351316268,6793,6793,0,0,1.059557,0.48857572829830503,0.3005828476269775,361,40.49038461538461,46.918103448275865,48.75,58,60.001268296,4.808793103448275,11.76,ca129a4af3,4,0.0,1.9502325084720515,50000_1_high_steady
44000,66.59,0,0,4,steady,33.295,99.885,moderate,2,p0_w4_moderate_steady_r2,125,1790175416.7506588,3,6.649824,6.374549,5.843477,66.59910061799563,3996,3996,0,0,1.081999,0.3290013526367292,0.0,0,40.58653846153846,43.75431034482759,45.875,58,60.000810265,3.6917241379310344,5.71,ca129a4af3,4,0.0,1.894590388152114,0_4_moderate_steady
44000,113.21,10000,5000,2,steady,56.605,169.815,high,1,p10000_w2_high_steady_r1,126,1790175584.0084817,3,1296.248243,1276.969897,1202.89309,106.74777595603882,6793,6536,0,257,1.059547,0.49812501568975975,0.9573807968647943,5863,40.47115384615385,45.791666666666664,47.875,60,61.228441918,5.774333333333334,9.43,ca129a4af3,4,0.037833063447666716,7.167229404094409,10000_2_high_steady
44000,66.59,10000,5000,1,bursty,33.295,99.885,moderate,3,p10000_w1_moderate_bursty_r3,127,1790175757.1969228,3,6.676792,6.344873,5.690561,66.59868017399579,3996,3996,0,0,1.077106,0.3231067792341246,0.07334246039507139,375,40.60576923076923,44.02370689655172,46.125,58,60.001189056,3.516724137931035,5.77,ca129a4af3,4,0.0,1.898637632675665,10000_1_moderate_bursty
44000,66.59,50000,25000,1,steady,33.295,99.885,moderate,2,p50000_w1_moderate_steady_r2,128,1790175918.2927644,3,6.632281,6.37826,5.821205,66.5988226693428,3996,3996,0,0,1.087554,0.3282592251402671,0.0,0,40.67307692307692,43.68318965517241,46.0,58,60.001060677,3.693275862068966,7.62,ca129a4af3,4,0.0,1.8919487872610905,50000_1_moderate_steady
44000,113.21,50000,25000,1,bursty,56.605,169.815,high,4,p50000_w1_high_bursty_r4,129,1790176085.3702142,3,1000.938429,994.144572,497.367566,104.47712256240443,6793,6371,0,422,1.060504,0.4229635150834468,0.6459016393442623,788,40.47115384615385,51.144067796610166,52.5,59,60.979857061,4.523389830508474,6.54,ca129a4af3,4,0.06212277344325041,6.908693267932925,50000_1_high_bursty
44000,113.21,100000,50000,4,bursty,56.605,169.815,high,4,p100000_w4_high_bursty_r4,130,1790176263.9422505,3,4220.354597,3530.447282,184.898041,110.26960711728275,6793,6735,0,58,1.061242,0.43960150412192256,0.7152209492635024,437,40.61538461538461,49.436440677966104,50.625,59,61.077573196,4.604745762711865,5.66,ca129a4af3,4,0.008538201089356691,8.347674431225045,100000_4_high_bursty
44000,66.59,250000,125000,4,steady,33.295,99.885,moderate,4,p250000_w4_moderate_steady_r4,131,1790176446.1208935,3,6.597709,6.36247,5.824559,66.59890812533105,3996,3996,0,0,1.086474,0.32815270940853086,0.0,0,41.19230769230769,44.17456896551724,46.625,58,60.000983687,3.6967241379310347,5.77,ca129a4af3,4,0.0,1.8867224675597452,250000_4_moderate_steady
44000,66.59,10000,5000,1,steady,33.295,99.885,moderate,5,p10000_w1_moderate_steady_r5,132,1790176612.2171524,3,6.632517,6.357225,5.793518,66.59916694099036,3996,3996,0,0,1.089207,0.3274334383813034,0.04365939010164972,262,40.65384615384615,43.81681034482759,46.0,58,60.000750513,3.6741379310344833,6.73,ca129a4af3,4,0.0,1.8919843701625452,10000_1_moderate_steady
44000,113.21,0,0,4,bursty,56.605,169.815,high,2,p0_w4_high_bursty_r2,133,1790176778.358459,3,6.468132,6.154781,4.312433,113.21518570637012,6793,6793,0,0,1.05807,0.44851196576565733,0.0,0,40.61538461538461,50.775862068965516,52.75,58,60.000784856,4.581896551724138,5.71,ca129a4af3,4,0.0,1.866887349669882,0_4_high_bursty
44000,66.59,50000,25000,2,steady,33.295,99.885,moderate,3,p50000_w2_moderate_steady_r3,134,1790176979.436709,3,6.60716,6.358768,5.840602,66.5986731657343,3996,3996,0,0,1.083601,0.32855987798656994,0.0,0,40.88461538461539,43.94181034482759,46.25,58,60.00119537,3.6820689655172414,6.93,ca129a4af3,4,0.0,1.8881539094943496,50000_2_moderate_steady
44000,113.21,0,0,1,steady,56.605,169.815,high,5,p0_w1_high_steady_r5,135,1790177140.528095,3,5.925567,5.692511,4.994719,113.21610208249574,6793,6793,0,0,1.0583,0.49030073686621556,0.0,0,41.09615384615385,46.890086206896555,48.875,58,60.000299207,4.788965517241379,4.76,ca129a4af3,4,0.0,1.779276378645137,0_1_high_steady
44000,66.59,0,0,1,bursty,33.295,99.885,moderate,5,p0_w1_moderate_bursty_r5,136,1790177321.5344973,3,6.587271,6.317725,5.698906,66.59812862477474,3996,3996,0,0,1.07481,0.3234446348497484,0.0,0,40.75,44.03448275862069,46.25,58,60.001685971,3.4801724137931034,4.81,ca129a4af3,4,0.0,1.885139150454891,0_1_moderate_bursty
44000,66.59,0,0,1,steady,33.295,99.885,moderate,5,p0_w1_moderate_steady_r5,137,1790177492.680294,3,6.62902,6.37604,5.817383,66.59958823250585,3996,3996,0,0,1.085003,0.3282969698476612,0.0,0,40.39423076923077,43.7198275862069,46.125,58,60.000370964,3.6937931034482756,8.74,ca129a4af3,4,0.0,1.8914569803010148,0_1_moderate_steady
44000,113.21,50000,25000,2,bursty,56.605,169.815,high,1,p50000_w2_high_bursty_r1,138,1790177659.9726431,3,1245.665562,1225.639279,749.44639,95.79490722441393,6793,5866,0,927,1.064504,0.4362862910341643,0.7044897959183674,863,40.50961538461539,44.76875,46.75,60,61.234988059,4.649500000000001,13.46,ca129a4af3,4,0.13646400706609746,7.127425254009381,50000_2_high_bursty
44000,113.21,100000,50000,4,steady,56.605,169.815,high,1,p100000_w4_high_steady_r1,139,1790177832.1808367,3,5.929623,5.692079,5.001417,113.21615723358477,6793,6793,0,0,1.060166,0.48813159735905476,0.15333333333333332,92,40.43269230769231,46.83405172413793,48.75,58,60.000269979,4.771206896551725,4.76,ca129a4af3,4,0.0,1.779960635946497,100000_4_high_steady
44000,113.21,10000,5000,4,steady,56.605,169.815,high,1,p10000_w4_high_steady_r1,140,1790178003.2212715,3,179.999465,94.560208,10.278025,113.04220644586015,6793,6793,0,0,1.058312,0.4929194917333506,0.8560732113144759,5145,40.75,47.831896551724135,50.125,58,60.092599159,5.509655172413793,5.61,ca129a4af3,4,0.0,5.192953878663571,10000_4_high_steady
44000,113.21,0,0,1,bursty,56.605,169.815,high,1,p0_w1_high_bursty_r1,141,1790178194.320645,3,6.482211,6.178122,4.30224,113.21487722250792,6793,6793,0,0,1.05986,0.44749664840405595,0.0,0,40.73076923076923,50.98275862068966,53.125,58,60.000948344,4.5729310344827585,6.54,ca129a4af3,4,0.0,1.869061655871141,0_1_high_bursty
44000,113.21,50000,25000,1,bursty,56.605,169.815,high,2,p50000_w1_high_bursty_r2,142,1790178391.4216,3,1021.517293,1000.298646,505.372054,104.24194196769416,6793,6357,0,436,1.058587,0.42415785117115157,0.65,793,40.92307692307692,51.38135593220339,52.625,59,60.983130974,4.514406779661018,5.77,ca129a4af3,4,0.06418371853378478,6.929044343140324,50000_1_high_bursty
44000,66.59,10000,5000,2,bursty,33.295,99.885,moderate,3,p10000_w2_moderate_bursty_r3,143,1790178563.5749192,3,15.81636,6.497782,5.716394,66.59779297910967,3996,3996,0,0,1.073671,0.3228421556807618,0.08821233411397346,452,40.94230769230769,44.12931034482759,46.5,58,60.001988373,3.5141379310344827,5.83,ca129a4af3,4,0.0,2.7610448473695137,10000_2_moderate_bursty
